precip_type,total,total_accumulation,total_trace,ice,ice_accretion,ice_trace,note,narrative,id,city,state,zipcode,start,end,location_id
Snow,5.8,5.8,,N/A,0,,,A Snowy Wednesday For Vermont. Snow developed across the area between 9 - 11 AM on February 7th.  The snow continued heavy at times through the afternoon and into the evening before ending 7 - 9 PM later on the 7th.  A few flurries and light snow showers then fell into the early morning hours of February 8th.  Temperatures were mainly in the teens throughout the event.,29172,Burlington,VT,05401,2018-02-07T09:00:00,2018-02-07T22:00:00,94998
Wintry Mix,Widely Scattered Coating,0.0,Widely Scattered Coating,Coating,0,Coating,,Afternoon Wintry Mix. A period of light freezing rain (mixed with sleet at times) fell across the area between Noon - 4 PM on February 11th.  Temperatures ranged 28 - 32 degrees.,29281,Burlington,VT,05401,2018-02-11T08:00:00,2018-02-11T17:00:00,94998
Snow,1.4,1.4,,N/A,0,,,"Periods Of Snow For Northern Vermont. Snow fell on and off between 7 PM, February 9th and 1 AM, February 10th.  Scattered flurries then continued overnight into the morning of the 10th.  Another period of snow fell between 3 - 11 PM later on February 10th.  Temperatures were steady in mid to upper 20s.",29253,Burlington,VT,05401,2018-02-09T12:00:00,2018-02-10T23:00:00,94998
Snow,0.5,0.5,,N/A,0,,,"Overnight Light Snow. After some late evening flurries, light snow developed across the area between 9 - 11 PM on February 17th.  Periods of light snow continued overnight before tapering off 5 - 7 AM on February 18th.  Temperatures were in the upper 20s to low 30s throughout the event.",29412,Burlington,VT,05401,2018-02-17T18:00:00,2018-02-18T09:00:00,94998
Snow,0.3,0.3,,N/A,0,,,Afternoon And Evening Snow Showers. Flurries and snow showers moved across the area between 3 - 9 PM on February 16th.  Temperatures started out in the low 30s then fell into the mid and upper 20s as the snow showers exited.,29450,Burlington,VT,05401,2018-02-16T12:00:00,2018-02-16T21:00:00,94998
Wintry Mix,0.4,0.4,,Patchy,0,Patchy,,"Wintry Mix To End The Weekend. Light snow arrived across the area between 7 - 8 AM on February 25th. The snow quickly changed to sleet, then to a period of freezing rain before changing to plain rain by 11 AM - Noon.  Temperatures ranged 30 - 32 degrees when the snow began, but climbed into the mid 30s by Noon.",29593,Burlington,VT,05401,2018-02-25T06:00:00,2018-02-25T14:00:00,94998
Snow,1.6,1.6,,N/A,0,,,"A Period Of Afternoon Snowfall. After a few morning snow showers, a period of snow fell across the Burlington area between Noon - 5 PM on March 2nd.  Temperatures ranged 30 - 33 degees through the afternoon.",29694,Burlington,VT,05401,2018-03-02T00:00:00,2018-03-02T19:00:00,94998
Snow,2.7,2.7,,N/A,0,,,"Periods Of Light Snow And Snow Showers. Light snow developed across the area between 9 AM and Noon on March 4th. Intermittent snow, along with a few snow showers, continued through the afternoon and into the night.  The snow exited the region between 1 - 4 AM on March 5th.  Temperatures ranged 30 - 34 degrees.",29713,Burlington,VT,05401,2018-03-04T09:00:00,2018-03-05T06:00:00,94998
Snow,5.3,5.3,,N/A,0,,,"Long Duration Snow Event. A period of snow fell across the Burlington area between 10 AM and 1 PM on March 7th.  After a few afternoon and evening flurries, a steady snow developed between 7 - 9 PM later on the 7th.  The snow fell through the night into the morning of March 8th.  Periods of snow then continued through the day and into the night before tapering off after Midnight of March 9th.  However, snow showers developed towards sunrise later on the 9th and continued into the morning.  Also, winds gusted to 30 mph at times.  Temperatures ranged 28 - 32 degrees throughout the event.  . Snow accumulations reflected in this report go through 7 AM of March 9th.  Any snow that fell after this time will be recorded in a separate Certified Snowfall report.",29767,Burlington,VT,05401,2018-03-07T01:00:00,2018-03-09T07:00:00,94998
Snow,0.5,0.5,,N/A,0,,,"Nor'easter Continues Through Late Morning. Periods of snow associated with the Wednesday - Friday nor'easter continued from 7 AM, March 9th until around 10 AM.  Then, additional flurries along with a few snow showers fell between 5 - 9 PM later on the 9th.  Temperatures ranged 28 - 31 degrees.",29847,Burlington,VT,05401,2018-03-09T07:00:00,2018-03-10T00:00:00,94998
Snow,1.1,1.1,,N/A,0,,,"A Few Rounds Of Snow Showers. Flurries and scattered snow showers moved across the area during the late afternoon hours on March 10th.  However, a more organized area of snow showers and even a few snow squalls fell between 9 PM, March 10th and 2 AM, March 11th.  Additional flurries continued into the late morning hours of March 11th before ending by Noon.  Temperatures ranged 30 - 33 degrees.",29879,Burlington,VT,05401,2018-03-10T13:00:00,2018-03-11T12:00:00,94998
Snow,15.5,15.5,,N/A,0,,,"Coastal Storm Produces Long Duration Snowfall. After some evening and early nighttime flurries, a steady snow developed across the area between 1 - 3 AM on March 13th.  The snow continued through the day and into the night, heavy at times as snowfall rates reached 1 - 2"" per hour.  By the morning of March 14th, the snow became more intermittent and showery.  However, this continued through the afternoon and into the night before finally coming to an end 3 - 5 AM on March 15th.  Temperatures through the entire event ranged 29 - 32 degrees.",29914,Burlington,VT,05401,2018-03-13T01:00:00,2018-03-15T11:00:00,94998
Snow,Scattered Coating,0.0,Scattered Coating,N/A,0,,,Overnight Flurries. Scattered flurries along with a brief snow shower streaked across the area between 1 - 4 AM on March 25th.  Temperatures were in the mid to upper 20s.,30173,Burlington,VT,05401,2018-03-25T00:00:00,2018-03-25T06:00:00,94998
Snow,1.6,1.6,,N/A,0,,,"More Snow In April. Periods of snow fell across the Burlington area between 2 - 7 PM on April 6th.  Temperatures ranged 33 - 35 degrees. . Due to warm pavement temperatures, most of the snow accumulation occurred on colder, non-paved surfaces.",30371,Burlington,VT,05401,2018-04-06T10:00:00,2018-04-07T05:00:00,94998
Snow,0.6,0.6,,N/A,0,,,Evening Snow Showers . Areas of flurries and scattered snow showers moved across the area between 5 - 8 PM on April 8th.  Temperatures ranged 28 - 32 degrees.,30426,Burlington,VT,05401,2018-04-08T16:00:00,2018-04-08T23:00:00,94998
Snow,0.1,0.1,,N/A,0,,,"Evening Snow Showers. Occasional flurries fell during the late morning and afternoon hours of April 10th.  This was followed by scattered snow showers that moved across the area between 5 - 8 PM later on the 10th.  Temperatures were in the mid to upper 30s during the afternoon, but fell to 32 - 35 degrees by evening.  . Due to warm pavement temperatures, most of the snow accumulation occurred on colder, non-paved surfaces.",30487,Burlington,VT,05401,2018-04-10T11:00:00,2018-04-10T20:00:00,94998
Wintry Mix,1.4,1.4,,Coating,0,Coating,,"More April Wintry Mix. A mix of light snow, sleet, and freezing rain developed across the area between 2 - 4 PM on April 14th.  The wintry mix fell intermittently through the night and into the next morning before tapering off between 11 AM - 1 PM on April 15th.  Temperatures ranged 27 - 30 degrees.",30544,Burlington,VT,05401,2018-04-14T14:00:00,2018-04-15T13:00:00,94998
Wintry Mix,0.3,0.3,,Coating,0,Coating,,"Overnight Wintry Mix. A period of freezing rain, mixed with sleet, fell across the area between 10 PM, April 15th and 2 AM, April 16th.  Temperatures ranged 30 - 33 degrees.",30563,Burlington,VT,05401,2018-04-15T19:00:00,2018-04-16T05:00:00,94998
Snow,2.5,2.5,,N/A,0,,,"Coastal storm brings first snowfall of the season December 9th. A developing coastal system brought the first snow of the season across the area, beginning on December 9. th. . Snow broke out across the region generally between 7-10AM on the 9. th. , initially as flurries with temperatures in the mid-30s. However, as snow became steadier and increased in intensity, temperatures dipped to 29-32 degrees. Periods of light to moderate snow continued throughout the day before tapering off and ending between 7-10 PM. Pavement accumulation was variable and generally less than colder surfaces during the daytime. .",27663,Bethesda,MD,20814,2017-12-08T14:00:00,2017-12-09T23:00:00,37545
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,Fast-moving clipper brings brief snow/flurries December 13. th. . A quick-moving system brought a brief period of flurries or very light snow (or snow grains) to the region which fell between 7-11PM on December 13. th. . Temperatures were 27-31 degrees during any snow.,27776,Bethesda,MD,20814,2017-12-13T17:00:00,2017-12-13T23:00:00,37545
Snow,0.3,0.3,,N/A,0,,,Coastal system brings snow to the region on December 15. th. . A quick-moving coastal system brought a period of light to occasionally moderate snow on December 15. th. . Snow fell between 12-6PM with temperatures between 25-30 degrees.,27825,Bethesda,MD,20814,2017-12-15T09:00:00,2017-12-15T22:00:00,37545
Snow,0.5,0.5,,N/A,0,,,"Clipper system brings a widespread snowfall on December 30 . A quick-moving clipper brought snow to the area on December 30. th. . Snow broke out across the region between 2-5AM, and continued through 10AM-1PM with temperatures between 17-22 degrees. The snow fell either as flurries or light snow during the morning. A few scattered flurries returned during the evening hours, mainly 4-9PM. Temperatures rose to 27-31 degrees during the returning flurries. Some additional coatings occurred during these returning flurries.",28177,Bethesda,MD,20814,2017-12-30T00:00:00,2017-12-30T23:00:00,37545
Snow,0.5,0.5,,N/A,0,,,"Powerful coastal storm brings snow and strong winds to the area on January 3-4. A coastal storm strengthened rapidly off the coast and brought snow to the region on January 3-4. Snow began to break out between 10PM on the 3. rd. and 1AM on the 4. th. . The snow mainly fell with light intensity though some more moderate bands developed close to the Chesapeake Bay. While it was steady at first, the snow became more intermittent going into the late morning and mid-day before it tapered off by 11AM-2PM. However, a few flurries lingered as late as 4-6PM. Temperatures throughout the storm were 22-27 degrees. Strong winds developed during the storm as well, and strengthened throughout the time snow was falling. Sustained speeds of 15-25 mph and gusts of up to 25-35 were seen during the snow. These strong winds continued after the storm. . The strong winds led to blowing and drifting snow, which resulted in substantial variability of snow accumulation and higher than normal drifts.",28337,Bethesda,MD,20814,2018-01-03T21:00:00,2018-01-04T20:00:00,37545
Wintry Mix,Scattered Coating,0.0,Scattered Coating,Coating,0,Coating,,"Wintry mix impacts the area on January 8. th. . A disturbance slid through the region on January 8. th. and provided a wintry mix of light slight, freezing rain, and freezing drizzle. The wintry mix developed as a mix of light freezing rain and sleet across the area between 12-3PM on the 8. th. with temperatures hovering between 29-32 degrees. The wintry mix eventually switched to just light freezing rain/drizzle by 3-4 PM and continued intermittently into the evening. A steadier wave of freezing rain/drizzle swept through during the evening hours, eventually tapering off and ending between 8-11 PM as temperatures rose to 32-37 degrees. Due to the prior stretch of cold weather, icing occurred even with air temperatures above freezing.",28454,Bethesda,MD,20814,2018-01-08T09:00:00,2018-01-08T23:00:00,37545
